phrase,sentances
valley fold,"Map folding is the question of how many ways there are to fold a rectangular map along its creases, allowing each crease to form either a mountain or a valley fold."
rectangular map along,"Map folding is the question of how many ways there are to fold a rectangular map along its creases, allowing each crease to form either a mountain or a valley fold."
many ways,"In any of its forms, temporal multithreading is similar in many ways to simultaneous multithreading. !! Map folding is the question of how many ways there are to fold a rectangular map along its creases, allowing each crease to form either a mountain or a valley fold."
flat figure,The map folding and stamp folding problems are related to a problem in the mathematics of origami of whether a square with a crease pattern can be folded to a flat figure.
represents objects defined,"A spatial database is a general-purpose database (usually a relational database) that has been enhanced to include spatial data that represents objects defined in a geometric space, along with tools for querying and analyzing such data."
purpose database,"A spatial database is a general-purpose database (usually a relational database) that has been enhanced to include spatial data that represents objects defined in a geometric space, along with tools for querying and analyzing such data."
spatial database,"Some spatial databases handle more complex structures such as 3D objects, topological coverages, linear networks, and TINs (triangulated irregular network). !! Most spatial databases allow the representation of simple geometric objects such as points, lines and polygons. !! A geodatabase (also geographical database and geospatial database) is a database of geographic data, such as countries, administrative divisions, cities, and related information. !! A spatial database is a general-purpose database (usually a relational database) that has been enhanced to include spatial data that represents objects defined in a geometric space, along with tools for querying and analyzing such data. !! Instead, spatial databases use a spatial index to speed up database operations."
include spatial data,"A spatial database is a general-purpose database (usually a relational database) that has been enhanced to include spatial data that represents objects defined in a geometric space, along with tools for querying and analyzing such data."
simple geometric objects,"Most spatial databases allow the representation of simple geometric objects such as points, lines and polygons."
spatial databases allow,"Most spatial databases allow the representation of simple geometric objects such as points, lines and polygons."
complex structures,"Some spatial databases handle more complex structures such as 3D objects, topological coverages, linear networks, and TINs (triangulated irregular network)."
spatial databases handle,"Some spatial databases handle more complex structures such as 3D objects, topological coverages, linear networks, and TINs (triangulated irregular network)."
also geographical database,"A geodatabase (also geographical database and geospatial database) is a database of geographic data, such as countries, administrative divisions, cities, and related information."
geographic data,"A geodatabase (also geographical database and geospatial database) is a database of geographic data, such as countries, administrative divisions, cities, and related information."
related information,"A geodatabase (also geographical database and geospatial database) is a database of geographic data, such as countries, administrative divisions, cities, and related information."
administrative divisions,"A geodatabase (also geographical database and geospatial database) is a database of geographic data, such as countries, administrative divisions, cities, and related information."
geospatial database,"A geodatabase (also geographical database and geospatial database) is a database of geographic data, such as countries, administrative divisions, cities, and related information."
database operations,"Instead, spatial databases use a spatial index to speed up database operations."
spatial index,"Instead, spatial databases use a spatial index to speed up database operations."
spatial databases use,"Instead, spatial databases use a spatial index to speed up database operations."
rules applied,"An acceptable use policy (AUP), acceptable usage policy or fair use policy is a set of rules applied by the owner, creator or administrator of a computer network website, or service."
aup  acceptable usage policy,"An acceptable use policy (AUP), acceptable usage policy or fair use policy is a set of rules applied by the owner, creator or administrator of a computer network website, or service."
fair use policy,"An acceptable use policy (AUP), acceptable usage policy or fair use policy is a set of rules applied by the owner, creator or administrator of a computer network website, or service."
computer network website,"An acceptable use policy (AUP), acceptable usage policy or fair use policy is a set of rules applied by the owner, creator or administrator of a computer network website, or service."
organisation sponsoring connection,"Often Acceptable Use Policy documents provide a statement about the use of the network and/or Internet and its uses and advantages to the business, school or other organisation sponsoring connection to the Internet."
found violating,"Lee v. PMSI, Inc. , a U. S. District Court Case that found violating an acceptable use policy did not violate the Computer Fraud and Abuse Act."
computer fraud,"Lee v. PMSI, Inc. , a U. S. District Court Case that found violating an acceptable use policy did not violate the Computer Fraud and Abuse Act."
abuse act,"Lee v. PMSI, Inc. , a U. S. District Court Case that found violating an acceptable use policy did not violate the Computer Fraud and Abuse Act."
district court case,"Lee v. PMSI, Inc. , a U. S. District Court Case that found violating an acceptable use policy did not violate the Computer Fraud and Abuse Act."
information becomes available,Bayesian inference is a method of statistical inference in which Bayes' theorem is used to update the probability for a hypothesis as more evidence or information becomes available.
found application,"Bayesian inference has found application in a wide range of activities, including science, engineering, philosophy, medicine, sport, and law. !! Markov processes are the basis for general stochastic simulation methods known as Markov chain Monte Carlo, which are used for simulating sampling from complex probability distributions, and have found application in Bayesian statistics, thermodynamics, statistical mechanics, physics, chemistry, economics, finance, signal processing, information theory and speech processing."
including science,"Bayesian inference has found application in a wide range of activities, including science, engineering, philosophy, medicine, sport, and law."
bayesian inference derives,"Bayesian inference derives the posterior probability as a consequence of two antecedents: a prior probability and a ""likelihood function"" derived from a statistical model for the observed data."
two antecedents,"Bayesian inference derives the posterior probability as a consequence of two antecedents: a prior probability and a ""likelihood function"" derived from a statistical model for the observed data."
posterior probability,"Bayesian inference derives the posterior probability as a consequence of two antecedents: a prior probability and a ""likelihood function"" derived from a statistical model for the observed data."
geometric shapes defined,"Vector graphics, as a form of computer graphics, is the set of mechanisms for creating visual images directly from geometric shapes defined on a Cartesian plane, such as points, lines, curves, and polygons."
creating visual images directly,"Vector graphics, as a form of computer graphics, is the set of mechanisms for creating visual images directly from geometric shapes defined on a Cartesian plane, such as points, lines, curves, and polygons."
specific situations,"Vector graphics is an alternative to raster graphics, each having advantages and disadvantages in general and in specific situations."
raster graphics,"Vector graphics is an alternative to raster graphics, each having advantages and disadvantages in general and in specific situations."
term vector,"Vector graphics are based on the mathematics of analytic or coordinate geometry, and is not related to other mathematical uses of the term vector, including vector fields and vector calculus."
mathematical uses,"Vector graphics are based on the mathematics of analytic or coordinate geometry, and is not related to other mathematical uses of the term vector, including vector fields and vector calculus."
including vector fields,"Vector graphics are based on the mathematics of analytic or coordinate geometry, and is not related to other mathematical uses of the term vector, including vector fields and vector calculus."
en route air traffic control,Vector graphics systems were retired from the U. S. en route air traffic control in 1999.
decrease time,"Pin compatibility is a property desired by systems integrators as it allows a product to be updated without redesigning printed circuit boards, which can reduce costs and decrease time to market."
reduce costs,"Pin compatibility is a property desired by systems integrators as it allows a product to be updated without redesigning printed circuit boards, which can reduce costs and decrease time to market."
pin compatibility,"Pin compatibility is a property desired by systems integrators as it allows a product to be updated without redesigning printed circuit boards, which can reduce costs and decrease time to market."
property desired,"Pin compatibility is a property desired by systems integrators as it allows a product to be updated without redesigning printed circuit boards, which can reduce costs and decrease time to market."
systems integrators,"Pin compatibility is a property desired by systems integrators as it allows a product to be updated without redesigning printed circuit boards, which can reduce costs and decrease time to market."
particular programming language,"In computer science, a syntax error is an error in the syntax of a sequence of characters or tokens that is intended to be written in a particular programming language."
error messages might,"For interpreted languages, however, a syntax error may be detected during program execution, and an interpreter's error messages might not differentiate syntax errors from errors of other kinds."
syntax error may,"For interpreted languages, however, a syntax error may be detected during program execution, and an interpreter's error messages might not differentiate syntax errors from errors of other kinds."
differentiate syntax errors,"For interpreted languages, however, a syntax error may be detected during program execution, and an interpreter's error messages might not differentiate syntax errors from errors of other kinds."
external systems,"For systems, the security policy addresses constraints on functions and flow among them, constraints on access by external systems and adversaries including programs and access to data by people."
adversaries including programs,"For systems, the security policy addresses constraints on functions and flow among them, constraints on access by external systems and adversaries including programs and access to data by people."
security policy addresses constraints,"For systems, the security policy addresses constraints on functions and flow among them, constraints on access by external systems and adversaries including programs and access to data by people."
flow among,"For systems, the security policy addresses constraints on functions and flow among them, constraints on access by external systems and adversaries including programs and access to data by people."
meaningless without,"Consequently, a top-level security policy is essential to any serious security scheme and sub-policies and rules of operation are meaningless without it."
serious security scheme,"Consequently, a top-level security policy is essential to any serious security scheme and sub-policies and rules of operation are meaningless without it."
level security policy,"Consequently, a top-level security policy is essential to any serious security scheme and sub-policies and rules of operation are meaningless without it."
knowledge representation,"Knowledge representation incorporates findings from psychology about how humans solve problems and represent knowledge in order to design formalisms that will make complex systems easier to design and build. !! The earliest work in computerized knowledge representation was focused on general problem-solvers such as the General Problem Solver (GPS) system developed by Allen Newell and Herbert A. Simon in 1959. !! In communication networks, cognitive network (CN) is a new type of data network that makes use of cutting edge technology from several research areas (i. e. machine learning, knowledge representation, computer network, network management) to solve some problems current networks are faced with. !! Knowledge representation and reasoning (KRR, KR&R, KR) is the field of artificial intelligence (AI) dedicated to representing information about the world in a form that a computer system can use to solve complex tasks such as diagnosing a medical condition or having a dialog in a natural language. !! Knowledge representation and reasoning also incorporates findings from logic to automate various kinds of reasoning, such as the application of rules or the relations of sets and subsets. !! Examples of knowledge representation formalisms include semantic nets, systems architecture, frames, rules, and ontologies."
solve complex tasks,"Knowledge representation and reasoning (KRR, KR&R, KR) is the field of artificial intelligence (AI) dedicated to representing information about the world in a form that a computer system can use to solve complex tasks such as diagnosing a medical condition or having a dialog in a natural language."
representing information,"XML data binding refers to a means of representing information in an XML document as a business object in computer memory. !! Knowledge representation and reasoning (KRR, KR&R, KR) is the field of artificial intelligence (AI) dedicated to representing information about the world in a form that a computer system can use to solve complex tasks such as diagnosing a medical condition or having a dialog in a natural language."
medical condition,"Knowledge representation and reasoning (KRR, KR&R, KR) is the field of artificial intelligence (AI) dedicated to representing information about the world in a form that a computer system can use to solve complex tasks such as diagnosing a medical condition or having a dialog in a natural language."
knowledge representation incorporates findings,Knowledge representation incorporates findings from psychology about how humans solve problems and represent knowledge in order to design formalisms that will make complex systems easier to design and build.
represent knowledge,Knowledge representation incorporates findings from psychology about how humans solve problems and represent knowledge in order to design formalisms that will make complex systems easier to design and build.
make complex systems easier,Knowledge representation incorporates findings from psychology about how humans solve problems and represent knowledge in order to design formalisms that will make complex systems easier to design and build.
humans solve problems,Knowledge representation incorporates findings from psychology about how humans solve problems and represent knowledge in order to design formalisms that will make complex systems easier to design and build.
design formalisms,Knowledge representation incorporates findings from psychology about how humans solve problems and represent knowledge in order to design formalisms that will make complex systems easier to design and build.
automate various kinds,"Knowledge representation and reasoning also incorporates findings from logic to automate various kinds of reasoning, such as the application of rules or the relations of sets and subsets."
reasoning also incorporates findings,"Knowledge representation and reasoning also incorporates findings from logic to automate various kinds of reasoning, such as the application of rules or the relations of sets and subsets."
system developed,The earliest work in computerized knowledge representation was focused on general problem-solvers such as the General Problem Solver (GPS) system developed by Allen Newell and Herbert A. Simon in 1959.
earliest work,The earliest work in computerized knowledge representation was focused on general problem-solvers such as the General Problem Solver (GPS) system developed by Allen Newell and Herbert A. Simon in 1959.
general problem solver,The earliest work in computerized knowledge representation was focused on general problem-solvers such as the General Problem Solver (GPS) system developed by Allen Newell and Herbert A. Simon in 1959.
simaentik ereo,"Semantic Error (Korean: ; RR: Simaentik Ereo) is a 2022 South Korean streaming television series based on a manhwa by Jeo Soo-ri and Angy Kim, starring Park Seo-ham and Park Jae-chan."
park jae,"Semantic Error (Korean: ; RR: Simaentik Ereo) is a 2022 South Korean streaming television series based on a manhwa by Jeo Soo-ri and Angy Kim, starring Park Seo-ham and Park Jae-chan."
jeo soo,"Semantic Error (Korean: ; RR: Simaentik Ereo) is a 2022 South Korean streaming television series based on a manhwa by Jeo Soo-ri and Angy Kim, starring Park Seo-ham and Park Jae-chan."
angy kim,"Semantic Error (Korean: ; RR: Simaentik Ereo) is a 2022 South Korean streaming television series based on a manhwa by Jeo Soo-ri and Angy Kim, starring Park Seo-ham and Park Jae-chan."
starring park seo,"Semantic Error (Korean: ; RR: Simaentik Ereo) is a 2022 South Korean streaming television series based on a manhwa by Jeo Soo-ri and Angy Kim, starring Park Seo-ham and Park Jae-chan."
three children rather,"In computer science, a ternary search tree is a type of trie (sometimes called a prefix tree) where nodes are arranged in a manner similar to a binary search tree, but with up to three children rather than the binary tree's limit of two."
manner similar,"In computer science, a ternary search tree is a type of trie (sometimes called a prefix tree) where nodes are arranged in a manner similar to a binary search tree, but with up to three children rather than the binary tree's limit of two."
space efficient compared,"However, ternary search trees are more space efficient compared to standard prefix trees, at the cost of speed."
ternary search trees include spell,Common applications for ternary search trees include spell-checking and auto-completion.
common applications,Common applications for ternary search trees include spell-checking and auto-completion.
object depending,"Each node of a ternary search tree stores a single character, an object (or a pointer to an object depending on implementation), and pointers to its three children conventionally named equal kid, lo kid and hi kid, which can also be referred respectively as middle (child), lower (child) and higher (child)."
single character,"Each node of a ternary search tree stores a single character, an object (or a pointer to an object depending on implementation), and pointers to its three children conventionally named equal kid, lo kid and hi kid, which can also be referred respectively as middle (child), lower (child) and higher (child)."
ternary search tree stores,"Each node of a ternary search tree stores a single character, an object (or a pointer to an object depending on implementation), and pointers to its three children conventionally named equal kid, lo kid and hi kid, which can also be referred respectively as middle (child), lower (child) and higher (child)."
referred respectively,"Each node of a ternary search tree stores a single character, an object (or a pointer to an object depending on implementation), and pointers to its three children conventionally named equal kid, lo kid and hi kid, which can also be referred respectively as middle (child), lower (child) and higher (child)."
child  lower,"Each node of a ternary search tree stores a single character, an object (or a pointer to an object depending on implementation), and pointers to its three children conventionally named equal kid, lo kid and hi kid, which can also be referred respectively as middle (child), lower (child) and higher (child)."
hi kid,"Each node of a ternary search tree stores a single character, an object (or a pointer to an object depending on implementation), and pointers to its three children conventionally named equal kid, lo kid and hi kid, which can also be referred respectively as middle (child), lower (child) and higher (child)."
lo kid,"Each node of a ternary search tree stores a single character, an object (or a pointer to an object depending on implementation), and pointers to its three children conventionally named equal kid, lo kid and hi kid, which can also be referred respectively as middle (child), lower (child) and higher (child)."
also indicating 1,"As shown in the table to the right there are two sets of symbols for binary prefixes, one set established by International Electrotechnical Commission (IEC) and several other standards and trade organizations using two letter symbols, e. g. Mi indicating 1,048,576 with a second set established by semiconductor industry convention using one letter symbols, e. g. , M also indicating 1,048,576."
mi indicating 1,"As shown in the table to the right there are two sets of symbols for binary prefixes, one set established by International Electrotechnical Commission (IEC) and several other standards and trade organizations using two letter symbols, e. g. Mi indicating 1,048,576 with a second set established by semiconductor industry convention using one letter symbols, e. g. , M also indicating 1,048,576."
one set established,"As shown in the table to the right there are two sets of symbols for binary prefixes, one set established by International Electrotechnical Commission (IEC) and several other standards and trade organizations using two letter symbols, e. g. Mi indicating 1,048,576 with a second set established by semiconductor industry convention using one letter symbols, e. g. , M also indicating 1,048,576."
international electrotechnical commission,"As shown in the table to the right there are two sets of symbols for binary prefixes, one set established by International Electrotechnical Commission (IEC) and several other standards and trade organizations using two letter symbols, e. g. Mi indicating 1,048,576 with a second set established by semiconductor industry convention using one letter symbols, e. g. , M also indicating 1,048,576."
second set established,"As shown in the table to the right there are two sets of symbols for binary prefixes, one set established by International Electrotechnical Commission (IEC) and several other standards and trade organizations using two letter symbols, e. g. Mi indicating 1,048,576 with a second set established by semiconductor industry convention using one letter symbols, e. g. , M also indicating 1,048,576."
starting around 1998,"Starting around 1998, the IEC and several other standards and trade organizations attempted to address the ambiguity by publishing standards and recommendations for a set of binary prefixes that refer exclusively to powers of 1024."
refer exclusively,"Starting around 1998, the IEC and several other standards and trade organizations attempted to address the ambiguity by publishing standards and recommendations for a set of binary prefixes that refer exclusively to powers of 1024."
publishing standards,"Starting around 1998, the IEC and several other standards and trade organizations attempted to address the ambiguity by publishing standards and recommendations for a set of binary prefixes that refer exclusively to powers of 1024."
trade organizations attempted,"Starting around 1998, the IEC and several other standards and trade organizations attempted to address the ambiguity by publishing standards and recommendations for a set of binary prefixes that refer exclusively to powers of 1024."
binary prefixes kibi,"In 1998, the International Electrotechnical Commission IEC introduced the binary prefixes kibi, mebi, gibi ."
international electrotechnical commission iec introduced,"In 1998, the International Electrotechnical Commission IEC introduced the binary prefixes kibi, mebi, gibi ."
customary binary prefixes show,The cylinder count of 306 is not conveniently close to any power of 1024; operating systems and programs using the customary binary prefixes show this as 9.
cylinder count,The cylinder count of 306 is not conveniently close to any power of 1024; operating systems and programs using the customary binary prefixes show this as 9.
conveniently close,The cylinder count of 306 is not conveniently close to any power of 1024; operating systems and programs using the customary binary prefixes show this as 9.
programs using,The cylinder count of 306 is not conveniently close to any power of 1024; operating systems and programs using the customary binary prefixes show this as 9.
previous versions,(Previous versions of Mac OS X used binary prefixes. )
mac os x used binary prefixes,(Previous versions of Mac OS X used binary prefixes. )
input exactly,"In computing, a one-pass algorithm or single-pass algorithm is a streaming algorithm which reads its input exactly once."
pass algorithm,"An example of a one-pass algorithm is the Sondik partially observable Markov decision process. !! In computing, a one-pass algorithm or single-pass algorithm is a streaming algorithm which reads its input exactly once."
pass algorithm generally requires,"A one-pass algorithm generally requires O(n) (see 'big O' notation) time and less than O(n) storage (typically O(1)), where n is the size of the input."
pass algorithms,The two-pass algorithms above are still streaming algorithms but not one-pass algorithms.
still streaming algorithms,The two-pass algorithms above are still streaming algorithms but not one-pass algorithms.
integral domain,"In mathematics, a square-free polynomial is a polynomial defined over a field (or more generally, an integral domain) that does not have as a divisor any square of a non-constant polynomial."
polynomial defined,"In mathematics, a square-free polynomial is a polynomial defined over a field (or more generally, an integral domain) that does not have as a divisor any square of a non-constant polynomial."
free polynomial,"In mathematics, a square-free polynomial is a polynomial defined over a field (or more generally, an integral domain) that does not have as a divisor any square of a non-constant polynomial. !! This motivates that, in applications in physics and engineering, a square-free polynomial is commonly called a polynomial with no repeated roots."
repeated roots,"This motivates that, in applications in physics and engineering, a square-free polynomial is commonly called a polynomial with no repeated roots."
commonly called,"This motivates that, in applications in physics and engineering, a square-free polynomial is commonly called a polynomial with no repeated roots."
pairwise coprime square,"where those of the ak that are non-constant are pairwise coprime square-free polynomials (here, two polynomials are said coprime is their greatest common divisor is a constant; in other words that is the coprimality over the field of fractions of the coefficients that is considered)."
free polynomials,"where those of the ak that are non-constant are pairwise coprime square-free polynomials (here, two polynomials are said coprime is their greatest common divisor is a constant; in other words that is the coprimality over the field of fractions of the coefficients that is considered)."
two polynomials,"where those of the ak that are non-constant are pairwise coprime square-free polynomials (here, two polynomials are said coprime is their greatest common divisor is a constant; in other words that is the coprimality over the field of fractions of the coefficients that is considered)."
said coprime,"where those of the ak that are non-constant are pairwise coprime square-free polynomials (here, two polynomials are said coprime is their greatest common divisor is a constant; in other words that is the coprimality over the field of fractions of the coefficients that is considered)."
computerized system composed,"A multi-agent system (MAS or ""self-organized system"") is a computerized system composed of multiple interacting intelligent agents."
agent system,"Despite considerable overlap, a multi-agent system is not always the same as an agent-based model (ABM). !! A multi-agent system (MAS or ""self-organized system"") is a computerized system composed of multiple interacting intelligent agents."
organized system,"A multi-agent system (MAS or ""self-organized system"") is a computerized system composed of multiple interacting intelligent agents."
agent systems,"Agent-based modeling is related to, but distinct from, the concept of multi-agent systems or multi-agent simulation in that the goal of ABM is to search for explanatory insight into the collective behavior of agents obeying simple rules, typically in natural systems, rather than in designing agents or solving specific practical or engineering problems. !! Multi-agent systems can solve problems that are difficult or impossible for an individual agent or a monolithic system to solve."
individual agent,Multi-agent systems can solve problems that are difficult or impossible for an individual agent or a monolithic system to solve.
based model,"Despite considerable overlap, a multi-agent system is not always the same as an agent-based model (ABM). !! An agent-based model (ABM) is a computational model for simulating the actions and interactions of autonomous agents (both individual or collective entities such as organizations or groups) in order to understand the behavior of a system and what governs its outcomes."
despite considerable overlap,"Despite considerable overlap, a multi-agent system is not always the same as an agent-based model (ABM)."
agent systems research may deliver,"Applications where multi-agent systems research may deliver an appropriate approach include online trading, disaster response, target surveillance and social structure modelling."
appropriate approach include online trading,"Applications where multi-agent systems research may deliver an appropriate approach include online trading, disaster response, target surveillance and social structure modelling."
disaster response,"Applications where multi-agent systems research may deliver an appropriate approach include online trading, disaster response, target surveillance and social structure modelling."
target surveillance,"Applications where multi-agent systems research may deliver an appropriate approach include online trading, disaster response, target surveillance and social structure modelling."
social structure modelling,"Applications where multi-agent systems research may deliver an appropriate approach include online trading, disaster response, target surveillance and social structure modelling."
agent systems consist,Multi-agent systems consist of agents and their environment.
application compatibility layers,Windows's application compatibility layers to attempt to run poorly written applications or those written for earlier versions of the platform.
run poorly written applications,Windows's application compatibility layers to attempt to run poorly written applications or those written for earlier versions of the platform.
compatibility layers,Windows's application compatibility layers to attempt to run poorly written applications or those written for earlier versions of the platform. !! Some hardware compatibility layers involve breakout boxes because breakout boxes can provide compatibility for certain computer buses that are otherwise incompatible with the machine. !! Hardware compatibility layers involve tools that allow hardware emulation.
earlier versions,"Windows's application compatibility layers to attempt to run poorly written applications or those written for earlier versions of the platform. !! A standard supports forward compatibility if a product that complies with earlier versions can ""gracefully"" process input designed for later versions of the standard, ignoring new parts which it does not understand."
allow hardware emulation,Hardware compatibility layers involve tools that allow hardware emulation.
hardware compatibility layers involve tools,Hardware compatibility layers involve tools that allow hardware emulation.
certain computer buses,Some hardware compatibility layers involve breakout boxes because breakout boxes can provide compatibility for certain computer buses that are otherwise incompatible with the machine.
breakout boxes,Some hardware compatibility layers involve breakout boxes because breakout boxes can provide compatibility for certain computer buses that are otherwise incompatible with the machine.
otherwise incompatible,Some hardware compatibility layers involve breakout boxes because breakout boxes can provide compatibility for certain computer buses that are otherwise incompatible with the machine.
provide compatibility,Some hardware compatibility layers involve breakout boxes because breakout boxes can provide compatibility for certain computer buses that are otherwise incompatible with the machine.
quantum machine learning utilizes qubits,"While machine learning algorithms are used to compute immense quantities of data, quantum machine learning utilizes qubits and quantum operations or specialized quantum systems to improve computational speed and data storage done by algorithms in a program."
data storage done,"While machine learning algorithms are used to compute immense quantities of data, quantum machine learning utilizes qubits and quantum operations or specialized quantum systems to improve computational speed and data storage done by algorithms in a program."
compute immense quantities,"While machine learning algorithms are used to compute immense quantities of data, quantum machine learning utilizes qubits and quantum operations or specialized quantum systems to improve computational speed and data storage done by algorithms in a program."
specialized quantum systems,"While machine learning algorithms are used to compute immense quantities of data, quantum machine learning utilizes qubits and quantum operations or specialized quantum systems to improve computational speed and data storage done by algorithms in a program."
improve computational speed,"While machine learning algorithms are used to compute immense quantities of data, quantum machine learning utilizes qubits and quantum operations or specialized quantum systems to improve computational speed and data storage done by algorithms in a program."
phase transitions,"Beyond quantum computing, the term ""quantum machine learning"" is also associated with classical machine learning methods applied to data generated from quantum experiments (i. e. machine learning of quantum systems), such as learning the phase transitions of a quantum system or creating new quantum experiments."
creating new quantum experiments,"Beyond quantum computing, the term ""quantum machine learning"" is also associated with classical machine learning methods applied to data generated from quantum experiments (i. e. machine learning of quantum systems), such as learning the phase transitions of a quantum system or creating new quantum experiments."
classical machine learning methods applied,"Beyond quantum computing, the term ""quantum machine learning"" is also associated with classical machine learning methods applied to data generated from quantum experiments (i. e. machine learning of quantum systems), such as learning the phase transitions of a quantum system or creating new quantum experiments."
quantum experiments,"Beyond quantum computing, the term ""quantum machine learning"" is also associated with classical machine learning methods applied to data generated from quantum experiments (i. e. machine learning of quantum systems), such as learning the phase transitions of a quantum system or creating new quantum experiments."
beyond quantum computing,"Beyond quantum computing, the term ""quantum machine learning"" is also associated with classical machine learning methods applied to data generated from quantum experiments (i. e. machine learning of quantum systems), such as learning the phase transitions of a quantum system or creating new quantum experiments."
also associated,"Beyond quantum computing, the term ""quantum machine learning"" is also associated with classical machine learning methods applied to data generated from quantum experiments (i. e. machine learning of quantum systems), such as learning the phase transitions of a quantum system or creating new quantum experiments."
quantum systems,"Beyond quantum computing, the term ""quantum machine learning"" is also associated with classical machine learning methods applied to data generated from quantum experiments (i. e. machine learning of quantum systems), such as learning the phase transitions of a quantum system or creating new quantum experiments."
data generated,"Beyond quantum computing, the term ""quantum machine learning"" is also associated with classical machine learning methods applied to data generated from quantum experiments (i. e. machine learning of quantum systems), such as learning the phase transitions of a quantum system or creating new quantum experiments."
structural similarities,"Quantum machine learning also extends to a branch of research that explores methodological and structural similarities between certain physical systems and learning systems, in particular neural networks."
learning systems,"Quantum machine learning also extends to a branch of research that explores methodological and structural similarities between certain physical systems and learning systems, in particular neural networks."
quantum machine learning also extends,"Quantum machine learning also extends to a branch of research that explores methodological and structural similarities between certain physical systems and learning systems, in particular neural networks."
particular neural networks,"Quantum machine learning also extends to a branch of research that explores methodological and structural similarities between certain physical systems and learning systems, in particular neural networks."
explores methodological,"Quantum machine learning also extends to a branch of research that explores methodological and structural similarities between certain physical systems and learning systems, in particular neural networks."
certain physical systems,"Quantum machine learning also extends to a branch of research that explores methodological and structural similarities between certain physical systems and learning systems, in particular neural networks."
scale universal quantum computer,"While many proposals of quantum machine learning algorithms are still purely theoretical and require a full-scale universal quantum computer to be tested, others have been implemented on small-scale or special purpose quantum devices."
many proposals,"While many proposals of quantum machine learning algorithms are still purely theoretical and require a full-scale universal quantum computer to be tested, others have been implemented on small-scale or special purpose quantum devices."
quantum machine learning algorithms,"While many proposals of quantum machine learning algorithms are still purely theoretical and require a full-scale universal quantum computer to be tested, others have been implemented on small-scale or special purpose quantum devices."
special purpose quantum devices,"While many proposals of quantum machine learning algorithms are still purely theoretical and require a full-scale universal quantum computer to be tested, others have been implemented on small-scale or special purpose quantum devices."
still purely theoretical,"While many proposals of quantum machine learning algorithms are still purely theoretical and require a full-scale universal quantum computer to be tested, others have been implemented on small-scale or special purpose quantum devices."
social semiotic system,"Systemic functional linguistics (SFL) is an approach to linguistics, among functional linguistics, that considers language as a social semiotic system."
among functional linguistics,"Systemic functional linguistics (SFL) is an approach to linguistics, among functional linguistics, that considers language as a social semiotic system."
considers language,"Systemic functional linguistics (SFL) is an approach to linguistics, among functional linguistics, that considers language as a social semiotic system."
avoid confusion,"To avoid confusion, the full designationsystemic functional linguisticsis typically used, rather than functional grammar or functional linguistics."
functional linguistics,"To avoid confusion, the full designationsystemic functional linguisticsis typically used, rather than functional grammar or functional linguistics."
functional grammar,"To avoid confusion, the full designationsystemic functional linguisticsis typically used, rather than functional grammar or functional linguistics."
defining aspect,"As the name suggests, the notion of system is a defining aspect of systemic functional linguistics."
name suggests,"As the name suggests, the notion of system is a defining aspect of systemic functional linguistics."
general 20th,"In adopting a system perspective on language, systemic functional linguistics have been part of a more general 20th- and 21st-century reaction against atomistic approaches to science, in which an essence is sought within smaller and smaller components of the phenomenon under study."
smaller components,"In adopting a system perspective on language, systemic functional linguistics have been part of a more general 20th- and 21st-century reaction against atomistic approaches to science, in which an essence is sought within smaller and smaller components of the phenomenon under study."
century reaction,"In adopting a system perspective on language, systemic functional linguistics have been part of a more general 20th- and 21st-century reaction against atomistic approaches to science, in which an essence is sought within smaller and smaller components of the phenomenon under study."
sought within smaller,"In adopting a system perspective on language, systemic functional linguistics have been part of a more general 20th- and 21st-century reaction against atomistic approaches to science, in which an essence is sought within smaller and smaller components of the phenomenon under study."
atomistic approaches,"In adopting a system perspective on language, systemic functional linguistics have been part of a more general 20th- and 21st-century reaction against atomistic approaches to science, in which an essence is sought within smaller and smaller components of the phenomenon under study."
system perspective,"In adopting a system perspective on language, systemic functional linguistics have been part of a more general 20th- and 21st-century reaction against atomistic approaches to science, in which an essence is sought within smaller and smaller components of the phenomenon under study."
trinocular perspective,"In systemic functional linguistics, this has been described as the trinocular perspective."
connectionist representations,Global Information Network Architecture (GINA) is a software framework that bridges the symbolic and the connectionist representations of the world through executable conceptual models.
executable conceptual models,Global Information Network Architecture (GINA) is a software framework that bridges the symbolic and the connectionist representations of the world through executable conceptual models.
global information network architecture,Global Information Network Architecture (GINA) is a software framework that bridges the symbolic and the connectionist representations of the world through executable conceptual models.
models applicable,Meta-process modeling is a type of metamodeling used in software engineering and systems engineering for the analysis and construction of models applicable and useful to some predefined problems.
process modeling,Meta-process modeling is a type of metamodeling used in software engineering and systems engineering for the analysis and construction of models applicable and useful to some predefined problems.
